"sr_number","sr_type","sr_short_code","created_department","owner_department","status","origin","created_date","last_modified_date","closed_date","street_address","city","state","zip_code","street_number","street_direction","street_name","street_type","duplicate","legacy_record","legacy_sr_number","parent_sr_number","community_area","ward","electrical_district","electricity_grid","police_sector","police_district","police_beat","precinct","sanitation_division_days","created_hour","created_day_of_week","created_month","x_coordinate","y_coordinate","latitude","longitude","location"
"SR26-01529371","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:26:00.000","2026-07-31T21:33:06.000","2026-07-31T21:26:00.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529368","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:25:31.000","2026-07-31T21:31:55.000","2026-07-31T21:25:31.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529367","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:25:14.000","2026-07-31T21:33:06.000","2026-07-31T21:25:14.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529366","Tree Removal Inspection","SEE",,"Streets and Sanitation","Open","Mobile Device","2026-07-31T21:25:00.000","2026-07-31T21:25:02.000",,"5706 N MOODY AVE",,,,"5706","N","MOODY","AVE","false","false",,,"10","45","1","A008","2","16","1622","7",,"21","6","7","1134169.82103375","1937606.9380886687","41.985009000941","-87.781914000002","
,  
(41.985009000941, -87.781914000002)"
"SR26-01529365","Water Lead Test Kit Request","WCA2",,"DWM - Department of Water Management","Open","Internet","2026-07-31T21:24:46.000","2026-07-31T21:24:51.000",,"2034 W POTOMAC AVE","Chicago","Illinois","60622","2034","W","POTOMAC","AVE","false","false",,,"24","1","5","K019","2","14","1424","15",,"21","6","7","1162440.8006466448","1908717.413954246","41.905188000941","-87.678747000002","
,  
(41.905188000941, -87.678747000002)"
"SR26-01529364","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:24:29.000","2026-07-31T21:33:06.000","2026-07-31T21:24:29.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529363","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:24:27.000","2026-07-31T21:32:50.000","2026-07-31T21:24:27.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529362","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:24:21.000","2026-07-31T21:33:06.000","2026-07-31T21:24:21.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529361","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:23:49.000","2026-07-31T21:33:06.000","2026-07-31T21:23:49.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529360","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:23:47.000","2026-07-31T21:33:06.000","2026-07-31T21:23:47.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529359","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:23:43.000","2026-07-31T21:31:55.000","2026-07-31T21:23:43.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529358","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:23:06.000","2026-07-31T21:33:06.000","2026-07-31T21:23:06.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529357","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:22:52.000","2026-07-31T21:33:06.000","2026-07-31T21:22:52.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529356","Garbage Cart Maintenance","SIE",,"Streets and Sanitation","Open","Internet","2026-07-31T21:22:51.000","2026-07-31T21:22:54.000",,"2619 N WHIPPLE ST","Chicago","Illinois","60647","2619","N","WHIPPLE","ST","false","false",,,"22","1","4","I016","1","14","1411","1",,"21","6","7","1155667.0995200165","1917446.6915254507","41.929281000941","-87.703393500002","
,  
(41.929281000941, -87.703393500002)"
"SR26-01529355","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:22:51.000","2026-07-31T21:32:50.000","2026-07-31T21:22:51.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529354","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:22:29.000","2026-07-31T21:33:06.000","2026-07-31T21:22:29.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529353","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:22:23.000","2026-07-31T21:33:06.000","2026-07-31T21:22:23.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529352","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:22:19.000","2026-07-31T21:33:06.000","2026-07-31T21:22:19.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529351","Finance Parking Code Enforcement Review","FPCE","311 City Services","Finance","Completed","Phone Call","2026-07-31T21:22:14.000","2026-07-31T21:22:14.000","2026-07-31T21:22:14.000","4844 S MARSHFIELD AVE","Chicago","Illinois","60609","4844","S","MARSHFIELD","AVE","false","false",,,"61","20","8","L033","3","09","0931","1",,"21","6","7","1166086.7689834044","1872415.4648949688","41.80549500094","-87.666390000002","
,  
(41.80549500094, -87.666390000002)"
"SR26-01529350","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:22:13.000","2026-07-31T21:33:06.000","2026-07-31T21:22:14.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529349","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:22:01.000","2026-07-31T21:32:50.000","2026-07-31T21:22:01.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529348","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:21:43.000","2026-07-31T21:33:06.000","2026-07-31T21:21:44.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529347","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Completed","Mass Entry","2026-07-31T21:21:39.000","2026-07-31T21:21:44.000","2026-07-31T21:21:44.000","4653 N MALDEN ST","Chicago","Illinois","60640","4653","N","MALDEN","ST","false","false",,,"3","46","2","M011","1","19","1913","18",,"21","6","7","1166837.458811906","1931250.9611883631","41.966928000941","-87.661948500002","
,  
(41.966928000941, -87.661948500002)"
"SR26-01529346","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Completed","Mass Entry","2026-07-31T21:21:39.000","2026-07-31T21:21:44.000","2026-07-31T21:21:44.000","1112 W BELMONT AVE","Chicago","Illinois","60657","1112","W","BELMONT","AVE","false","false",,,"6","44","4","N014","2","19","1924","10",,"21","6","7","1168230.770546546","1921423.6136706497","41.939931296639","-87.657110621703","
,  
(41.939931296639, -87.657110621703)"
"SR26-01529345","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Completed","Mass Entry","2026-07-31T21:21:39.000","2026-07-31T21:21:44.000","2026-07-31T21:21:44.000","1116 W BELMONT AVE","Chicago","Illinois","60657","1116","W","BELMONT","AVE","false","false",,,"6","44","4","N014","2","19","1924","10",,"21","6","7","1168181.057843103","1921504.0162370917","41.940153000941","-87.657291000002","
,  
(41.940153000941, -87.657291000002)"
"SR26-01529344","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Completed","Mass Entry","2026-07-31T21:21:39.000","2026-07-31T21:21:44.000","2026-07-31T21:21:44.000","1114 W BELMONT AVE","Chicago","Illinois","60657","1114","W","BELMONT","AVE","false","false",,,"6","44","4","N014","2","19","1924","10",,"21","6","7","1168199.4225207015","1921504.161075123","41.940153000941","-87.657223500002","
,  
(41.940153000941, -87.657223500002)"
"SR26-01529343","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Completed","Mass Entry","2026-07-31T21:21:39.000","2026-07-31T21:21:44.000","2026-07-31T21:21:44.000","5356 N WINTHROP AVE","Chicago","Illinois","60640","5356","N","WINTHROP","AVE","false","false",,,"77","48","2","N009","2","20","2023","12",,"21","6","7","1167840.6979223844","1935952.304947732","41.979807000941","-87.658123500002","
,  
(41.979807000941, -87.658123500002)"
"SR26-01529342","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Completed","Mass Entry","2026-07-31T21:21:39.000","2026-07-31T21:21:44.000","2026-07-31T21:21:44.000","5900 N CLARK ST","Chicago","Illinois","60660","5900","N","CLARK","ST","false","false",,,"77","40","2","L008","1","20","2012","10",,"21","6","7","1164604.9313273418","1939088.0964048407","41.988481087671","-87.669934006962","
,  
(41.988481087671, -87.669934006962)"
"SR26-01529341","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Completed","Mass Entry","2026-07-31T21:21:39.000","2026-07-31T21:21:44.000","2026-07-31T21:21:44.000","5920 N RIDGE AVE","Chicago","Illinois","60660","5920","N","RIDGE","AVE","false","false",,,"77","48","2","M008","1","20","2013","28",,"21","6","7","1164631.885523684","1939473.2166999462","41.989537296224","-87.669823892499","
,  
(41.989537296224, -87.669823892499)"
"SR26-01529340","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:21:14.000","2026-07-31T21:33:06.000","2026-07-31T21:21:15.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529339","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Open","Internet","2026-07-31T21:21:11.000","2026-07-31T22:00:03.000",,"436 S WABASH AVE","Chicago","Illinois","60605","436","S","WABASH","AVE","false","false",,,"32","4","7","Q023","1","01","0113","27",,"21","6","7","1176854.7739776317","1898223.936278919","41.876079325849","-87.626118036206","
,  
(41.876079325849, -87.626118036206)"
"SR26-01529338","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:21:10.000","2026-07-31T21:33:06.000","2026-07-31T21:21:10.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529337","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:21:07.000","2026-07-31T21:33:06.000","2026-07-31T21:21:08.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529336","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Mobile Device","2026-07-31T21:20:26.000","2026-07-31T21:33:06.000","2026-07-31T21:20:27.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529335","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:20:20.000","2026-07-31T21:33:06.000","2026-07-31T21:20:20.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529334","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:20:13.000","2026-07-31T21:33:06.000","2026-07-31T21:20:13.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
"SR26-01529333","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:19:55.000","2026-07-31T21:33:06.000","2026-07-31T21:19:55.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529332","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:19:52.000","2026-07-31T21:32:13.000","2026-07-31T21:19:52.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529331","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-07-31T21:19:46.000","2026-07-31T21:33:06.000","2026-07-31T21:19:47.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,"28","28","7","K024","2","12","1225","12",,"21","6","7","1162234.4668753312","1896560.9616219066","41.87183400094","-87.679845000002","
,  
(41.87183400094, -87.679845000002)"
"SR26-01529330","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-07-31T21:19:30.000","2026-07-31T21:33:06.000","2026-07-31T21:19:31.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,"76","41",,,"5","16","1654","1",,"21","6","7","1105376.7673561182","1941043.7883293368","41.994900000941","-87.887749500002","
,  
(41.994900000941, -87.887749500002)"
